Company Name,Industry,Email,Phone,Source Method,Status,Lead Magnet Sent,Contact Person,Contact Title,Notes
National Boundary Commission,MDA,info@nigeriarights.gov.ng,,Cold Email,Contacted,Yes,,,
Ministry of Transportation,MDA,info@transportation.gov.ng,,Cold Email,Contacted,Yes,,,
Ministry of Foreign Affairs,MDA,nhcc.admin@foreignaffairs.gov.ng,,Cold Email,Contacted,Yes,,,
National Bureau of Statistics,MDA,oakigbogun@nigerianstat.gov.ng,,Cold Email,Contacted,Yes,,,
FERMA,MDA,info@ferma.gov.ng,,Cold Email,Contacted,Yes,,,
Economics and Financial Crimes Commission,MDA,monimoe@efcc.gov.ng,,Cold Email,Contacted,Yes,,,
Nigeria Deposit Insurance Corporation,MDA,auwala@ndic.gov.ng,,Cold Email,Contacted,Yes,,,
FEDERAL MINISTRY OF DEFENCE.,MDA,contact@defence.gov.ng,,Cold Email,Contacted,Yes,,,
FEDERAL INLAND REVENUE SERVICES,MDA,kajesomo.kehinde@firs.gov.ng,,Cold Email,Contacted,Yes,,,
Brains & Hammers Limited,Real Estate,customerservice@brainsandhammers.com,+234 803 512 3232,Cold Outreach,New,No,,,
Ambuild Homes,Real Estate,info@ambuildhomes.ng,+234 916 669 6565,Cold Outreach,New,No,,,
Valabi Shelters Limited,Real Estate,,+234 703 709 2049,Cold Outreach,New,No,,,
Bespoke Urban Luxury Limited,Real Estate,bespokeurbanluxuryltd@gmail.com,+234 706 201 3601,Cold Outreach,New,No,,,
Next Gear Group,Real Estate,,0902 222 1001,Cold Outreach,New,No,,,
Everview Properties Limited,Real Estate,infor@everviewproperties.ng,+234 815 965 9558,Cold Outreach,New,No,,,
White Avenue Real Estate,Real Estate,info@whiteavenuegroup.com,0909 958 2911,Cold Outreach,New,No,,,
Royal Niger Properties Limited,Real Estate,,,Cold Outreach,New,No,,,
Avila Consort Ltd,Real Estate,,,Cold Outreach,New,No,,,
Technique Urban Ltd,Real Estate,,,Cold Outreach,New,No,,,
Bamo Property Nigeria Limited,Real Estate,,,Cold Outreach,New,No,,,
Salis Ventilated Homes Ltd,Real Estate,enquiry@salisventilatedhomes.org,0909 112 2331,Cold Outreach,New,No,,,
Clobek Crown Nigeria Estates,Real Estate,,,Cold Outreach,New,No,,,
Bauhaus International Limited,Real Estate,info@bauhausinternationalgroup.com,+234 819 461 1398,Cold Outreach,New,No,,,
Sunshine Estate Development Limited,Real Estate,,,Cold Outreach,New,No,,,
Chuks Realtors Limited,Real Estate,abuja@chuksrealtors.com,0803 759 6448,Cold Outreach,New,No,,,
ATM Luxury Properties,Real Estate,,,Cold Outreach,New,No,,,
Citiacle Realtors,Real Estate,info@citaclerealtors.com,0803 402 4582,Cold Outreach,New,No,,,
Deep-springs Facilities,Real Estate,,,Cold Outreach,New,No,,,
Integax Jubilation Homes,Real Estate,integax@gmail.com,+234 803 828 0660,Cold Outreach,New,No,,,
Naim Properties Limited,Real Estate,,,Cold Outreach,New,No,,,
Villa Afrika Re,Real Estate,,,Cold Outreach,New,No,,,
Arinze Onuegbu and Co,Real Estate,,,Cold Outreach,New,No,,,
Boing Luxury Estates,Real Estate,,,Cold Outreach,New,No,,,
Mcdenum Empire,Real Estate,,,Cold Outreach,New,No,,,
Kellos Nigeria Company,Real Estate,,,Cold Outreach,New,No,,,
Ipent Estates,Real Estate,,+234 803 787 4286,Cold Outreach,New,No,,,
Hazam Property,Real Estate,,,Cold Outreach,New,No,,,
Waterfalls Realty,Real Estate,,,Cold Outreach,New,No,,,
Proponent Properties Ltd,Real Estate,,,Cold Outreach,New,No,,,
Le’Ve­nue Group,Real Estate,,,Cold Outreach,New,No,,,
Jide Taiwo & Co.,Real Estate,abuja@jidetaiwoandco.com,0705 209 0267,Cold Outreach,New,No,,,
Hugedream Properties,Real Estate,,,Cold Outreach,New,No,,,
Landpreneurs Limited,Real Estate,,+234 806 037 4414,Cold Outreach,New,No,,,
Aravody Limited,Real Estate,,,Cold Outreach,New,No,,,
Neostruct Bliss Home,Real Estate,,,Cold Outreach,New,No,,,
Kaliodoscope Real Property,Real Estate,,,Cold Outreach,New,No,,,
Armstrong Shelter Limited,Real Estate,,,Cold Outreach,New,No,,,
Skybound Properties Ltd,Real Estate,,0802 321 3680,Cold Outreach,New,No,,,
Kashco Apartments Wuse 2,Apartment,reservations@kashcoservices.com,0803 311 5362,Cold Outreach,New,No,,,
Gidanka Apartments,Apartment,info@gidanka.com,0901 033 1551,Cold Outreach,New,No,,,
Fraser Suites Abuja,Apartment,reservations.abuja@frasershospitality.com,0813 988 8888,Cold Outreach,New,No,,,
Nordic Hotel Abuja,Apartment,info@nordichotelabuja.com,0809 994 4480,Cold Outreach,New,No,,,
Tranquila Nest,Apartment,info@tranquilanest.com,0706 727 6029,Cold Outreach,New,No,,,
Swizz Homes Ltd,Apartment,swizzhomesltd.emma@yahoo.com,0703 659 7510,Cold Outreach,New,No,,,
mmmHouse Aparthotel,Apartment,,0906 000 9273,Cold Outreach,New,No,,,
Whytescape Serviced Apartments,Apartment,whytescapeapartments@gmail.com,0816 784 2265,Cold Outreach,New,No,,,
Grosvenor Suites (Gwarinpa),Apartment,admin@gwarimpa.ng,0812 436 6836,Cold Outreach,New,No,,,
Centurion Apartments,Apartment,centurionapartmentsltd@gmail.com,0816 241 7819,Cold Outreach,New,No,,,
Peach Hive Ltd,Apartment,peachhiveinfo@gmail.com,0806 907 0521,Cold Outreach,New,No,,,
Tupon Luxury Homes,Apartment,,0703 193 7484,Cold Outreach,New,No,,,
Bluehedge Realtors,Apartment,info@bluehedgerealtors.com,0803 206 5685,Cold Outreach,New,No,,,
Stobart Homes,Apartment,,0818 200 1122,Cold Outreach,New,No,,,
LoftyXphere Apartments,Apartment,,0906 202 4888,Cold Outreach,New,No,,,
Red Diamond Properties,Apartment,,0817 776 6110,Cold Outreach,New,No,,,
Northbridge Realtor,Apartment,,0803 924 7636,Cold Outreach,New,No,,,
Synergy Real Property,Apartment,,0806 273 0996,Cold Outreach,New,No,,,
Wallmeta Realty Limited,Apartment,,0813 519 6041,Cold Outreach,New,No,,,
Ummami Apartments,Apartment,,0814 603 8116,Cold Outreach,New,No,,,
Tae Shortlets,Apartment,,0911 011 1100,Cold Outreach,New,No,,,
Qlets Privé Apartments,Apartment,,0704 755 5000,Cold Outreach,New,No,,,
Cosmetro Homes,Apartment,,0905 401 2470,Cold Outreach,New,No,,,
Phoenix Luxury Apartments,Apartment,info@phoenixapartmentsabuja.com,,Cold Outreach,New,No,,,
Metrostay Serviced Apartment,Apartment,Metrostayapartments@gmail.com,,Cold Outreach,New,No,,,
Swizz Homes Ltd,Apartment,swizzhomesltd.emma@yahoo.com,,Cold Outreach,New,No,,,
Extacode Apartments,Apartment,extacodeapartments@gmail.com,,Cold Outreach,New,No,,,
Seasons Apartment Kado,Apartment,hello@theseasonsapartment.com,,Cold Outreach,New,No,,,
Cedarwood Apartments,Apartment,reservations@cedarwoodapartments.com.ng,,Cold Outreach,New,No,,,
Nicotel Apartments,Apartment,info@nicotelapartments.com,,Cold Outreach,New,No,,,
Brentford Apartments,Apartment,info@brentbrooksltd.com,,Cold Outreach,New,No,,,
EIO Shortlets,Apartment,eioshortlets@gmail.com,,Cold Outreach,New,No,,,
Casa Carina Apartments,Apartment,https://www.google.com/search?q=sales%40casaapartmentsandsuites.com&biw=1920&bih=993&sca_esv=2b85a2c740a01bf3&sxsrf=ANbL-n7GTyu5RYhzh51RNyvR0IGJuh5x5w%3A1771254019358&ei=AzGTaZ3CFby7hbIPvpfJuQE&ved=2ahUKEwi31vq2o96SAxVCWkEAHYyOGb4QgK4QegQIARAC&uact=5&oq=casa+apartments+abuja+email&gs_lp=Egxnd3Mtd2l6LXNlcnAiG2Nhc2EgYXBhcnRtZW50cyBhYnVqYSBlbWFpbDILEAAYsAMYogQYiQUyCBAAGLADGO8FMggQABiwAxjvBTIIEAAYsAMY7wVIuBFQrgxYrgxwAXgAkAEAmAHJAaAByQGqAQMyLTG4AQPIAQD4AQGYAgKgAtABmAMA4gMFEgExIECIBgGQBgSSBwUxLjAuMaAHmwKyBwMyLTG4B8sBwgcFMC4xLjHIBwSACAA&sclient=gws-wiz-serp https://www.google.com/search?q=casaapartmentslagos%40gmail.com&biw=1920&bih=993&sca_esv=2b85a2c740a01bf3&sxsrf=ANbL-n7GTyu5RYhzh51RNyvR0IGJuh5x5w%3A1771254019358&ei=AzGTaZ3CFby7hbIPvpfJuQE&ved=2ahUKEwi31vq2o96SAxVCWkEAHYyOGb4QgK4QegQIARAD&uact=5&oq=casa+apartments+abuja+email&gs_lp=Egxnd3Mtd2l6LXNlcnAiG2Nhc2EgYXBhcnRtZW50cyBhYnVqYSBlbWFpbDILEAAYsAMYogQYiQUyCBAAGLADGO8FMggQABiwAxjvBTIIEAAYsAMY7wVIuBFQrgxYrgxwAXgAkAEAmAHJAaAByQGqAQMyLTG4AQPIAQD4AQGYAgKgAtABmAMA4gMFEgExIECIBgGQBgSSBwUxLjAuMaAHmwKyBwMyLTG4B8sBwgcFMC4xLjHIBwSACAA&sclient=gws-wiz-serp,,Cold Outreach,New,No,,,
Trinity Shortlet Apartments,Apartment,https://trinityshortletapartments.com.ng/contact_us#,,Cold Outreach,New,No,,,
YANNA Apartment by Khaliques,Apartment,info@yannaapartments.com,,Cold Outreach,New,No,,,
Royale Crown Villa,Apartment,https://www.google.com/search?q=royalecrownvilla%40gmail.com&biw=1920&bih=993&sca_esv=2b85a2c740a01bf3&sxsrf=ANbL-n5YTPmd86u2OK8tda2ih40O_yzsEw%3A1771257690757&ei=Wj-TadjvLYmfkdUPg8a6mAE&oq=royale+crown+villa+abuja+email+add&gs_lp=Egxnd3Mtd2l6LXNlcnAiInJveWFsZSBjcm93biB2aWxsYSBhYnVqYSBlbWFpbCBhZGQqAggAMgcQIRigARgKMgcQIRigARgKSMwoUNACWJYccAB4AJABAJgBkgKgAcETqgEEMi0xMbgBAcgBAPgBAZgCC6AC8hPCAg4QLhiABBiwAxjHARivAcICBxAAGLADGB7CAg4QABiABBiwAxiGAxiKBcICCBAAGLADGO8FwgILEAAYsAMYogQYiQXCAgYQABgWGB7CAgIQJsICCxAAGIAEGIYDGIoFwgIFEAAY7wXCAggQABiiBBiJBcICBRAhGKABmAMAiAYBkAYGkgcEMi0xMaAHtyeyBwQyLTExuAfyE8IHBTAuOC4zyAcZgAgA&sclient=gws-wiz-serp&mstk=AUtExfAx7Vdz3513nP5oQ9--uZKMFQkSDP1lmNLYciSMmsT5n6ABafX4QCc7t6DLC71BHCOOvT_Xap1sqNsInYF0loo-ahGe2dllyj0xKovS7q4aD3mLF0D1OQmwB9PEOpp6R0KDZHYUO3PApksbjjh9VvbEhDJH-D4qWByNm7a8AM93cWJ_2rTJXMBk0JWnL44N6S7s&csui=3&ved=2ahUKEwiugrePsd6SAxWXOfsDHRZwEYAQgK4QegQIAhAE,,Cold Outreach,New,No,,,
Deep-Springs Facilities,Apartment,deep_springsfacilities@yahoo.com,,Cold Outreach,New,No,,,
Sigmabase apartments,Apartment,info@sigmabasevi.com,,Cold Outreach,New,No,,,
Peniel Apartments,Apartment,frontoffice@penielapartments.com,,Cold Outreach,New,No,,,
Shortlets Abuja NG (Wuse),Apartment,shortletsng.wuse@gmail.com,,Cold Outreach,New,No,,,
Didihomes (Jahi),Apartment,didhomesltd@gmail.com,0810 269 3376,Cold Outreach,New,No,,,
Capital Homes (Utako),Apartment,capitalhomesandapartment@gmail.com,,Cold Outreach,New,No,,,
Northbridge Realtor (Jahi),Apartment,northbridgerealtors@gmail.com,,Cold Outreach,New,No,,,
Synergy Real Property (Jahi),Apartment,synergyrealproperty@yahoo.com,,Cold Outreach,New,No,,,
Wallmeta Realty (Mabushi),Apartment,https://www.google.com/search?q=hello%40wallmetarealty.com&biw=1536&bih=730&sca_esv=37a1d56e91fd2a24&sxsrf=ANbL-n7BVSdkDtwXJZ7VeuIcm3N9WrM58w%3A1771331619385&ei=I2CUaeySF7mA9u8P0pap2Qw&ved=2ahUKEwjKiYTexOCSAxUH87sIHUReIiwQgK4QegQIAhAB&oq=what+is+Wallmeta+Realty+%28Mabushi%29+email+address&gs_lp=Egxnd3Mtd2l6LXNlcnAiL3doYXQgaXMgV2FsbG1ldGEgUmVhbHR5IChNYWJ1c2hpKSBlbWFpbCBhZGRyZXNzMgUQABjvBTIFEAAY7wUyCBAAGIAEGKIEMgUQABjvBTIFEAAY7wVIqz5QAFjwF3AAeACQAQCYAcMCoAHREqoBBzAuMy4yLjS4AQzIAQD4AQH4AQKYAgegAowOwgIGEAAYBxgewgIFEAAYgASYAwCSBwcwLjEuMy4zoAedObIHBzAuMS4zLjO4B4wOwgcHMC4xLjUuMcgHH4AIAA&sclient=gws-wiz-serp&mstk=AUtExfD3cKsDqUSH7PhWrOVWbtaFECel1mdWAbLBp1rnMYVePXIDAkIABf5zTvFKzAAkCB9psgjdt_bgadZwnd4Jj13BVlJXGWxAwYa1eWpG_uqPS8bU36GiN5RCmcSv12EkOJl28b1G79HmGZLc7eUL37ogqgmIOx90u0WWyjBFnGlWM_WTBldfpNkGA4FdvrZdoTtbDAZF3YlwJ-ZsVrs1fFEClD2LiMehBOXBPNL5SBjYJMVCo8RgscMvlJv35Zh0xtM&csui=3,,Cold Outreach,New,No,,,
Abuja Technology Village (ATV),Apartment,info@atv.com.ng,0813 235 0955,Cold Outreach,New,No,,,
AES Luxury Apartments (SAE),Apartment,reservations@aesluxury.com,0811 292 9361,Cold Outreach,New,No,,,
Amon Heights Limited,Apartment,olawale.akinmeji@yahoo.com,0813 786 8434,Cold Outreach,New,No,,,
ApartmentBay (Apartay),Apartment,support@apartay.com,0816 784 2265,Cold Outreach,New,No,,,
Bluehedge Realtors,Apartment,info@bluehedgerealtors.com,0803 206 5685,Cold Outreach,New,No,,,
Byamy Homes Limited,Apartment,byamyhomes@gmail.com,0911 011 1100,Cold Outreach,New,No,,,
Diplomat Suites (Continental),Apartment,info@abujacontinental.com,0209 461 2000,Cold Outreach,New,No,,,
Eclat Hospitality,Apartment,connect@eclathospitality.com,0708 888 8249,Cold Outreach,New,No,,,
Efab Properties Limited,Apartment,efabproperties@gmail.com,0802 356 6153,Cold Outreach,New,No,,,
Elite Shortlets FCT,Apartment,support@shortrest.com.ng,0908 222 2244,Cold Outreach,New,No,,,
Fairview Realty Group,Apartment,info@fairviewrealtygroup.com,0806 710 9582,Cold Outreach,New,No,,,
Jabi Lake Mall (Management),Apartment,info@jabilakemallng.com,0816 550 1930,Cold Outreach,New,No,,,
Jide Taiwo & Co (Abuja),Apartment,abuja@jidetaiwoandco.com,0705 209 0270,Cold Outreach,New,No,,,
Kings Park Estate (Nazzy),Apartment,hello@kingsnazzy.com.ng,0803 322 2151,Cold Outreach,New,No,,,
Lakewood Luxury Apartments,Apartment,reservations@hotels.ng,0806 339 9999,Cold Outreach,New,No,,,
Mshel Homes Limited,Apartment,info@mshelhomes.com,0912 850 0500,Cold Outreach,New,No,,,
Nests and Nails Nigeria Ltd,Apartment,nestsandnailsoffice@gmail.com,0906 202 4888,Cold Outreach,New,No,,,
Novia Luxury Homes,Apartment,,0818 200 1122,Cold Outreach,New,No,,,
Propertyvesto Ltd,Apartment,,0813 682 4080,Cold Outreach,New,No,,,
Skyview Apartments Katampe,Apartment,booking@skyapartmentabuja.com,0703 237 3366,Cold Outreach,New,No,,,
StayAbuja Shortlets,Apartment,stay@stayabuja.com,0818 200 1122,Cold Outreach,New,No,,,
The Cove Apartments,Apartment,info@thecoveapartments.ng,0906 202 4888,Cold Outreach,New,No,,,
Tupon Luxury Homes,Apartment,,0817 776 6110,Cold Outreach,New,No,,,
Turtledove Investments,Apartment,turtledoveinvestments@gmail.com,0803 924 7636,Cold Outreach,New,No,,,
Westcrib (Lake Chad Maitama),Apartment,info@westcrib.com,0803 123 4567,Cold Outreach,New,No,,,
Work & Stay Abuja,Apartment,reservations@workandstay.ng,0906 000 0085,Cold Outreach,New,No,,,
Abuja Continental Hotel,Apartment,info@abujacontinental.com,0209 461 2000,Cold Outreach,New,No,,,
Amon Heights Limited,Apartment,olawale.akinmeji@yahoo.com,0904 083 7557,Cold Outreach,New,No,,,
Arinze Onovo Consulting,Apartment,onovoarinze2@gmail.com,0806 364 7009,Cold Outreach,New,No,,,
Belanova Apartments & Suites,Apartment,,0803 241 1205,Cold Outreach,New,No,,,
Best Premier Maitama Residence,Apartment,reservations.maitamaresidence@bestpremierhotel.com,0703 457 0569,Cold Outreach,New,No,,,
Bolton White Hotel & Apartments,Apartment,info@boltonwhitehotel.com,0903 885 2466,Cold Outreach,New,No,,,
BON Hotel Elvis Abuja,Apartment,elvis@bonhotels.com,0702 674 1111,Cold Outreach,New,No,,,
Cocoon Luxury Suites,Apartment,info@cocoonabuja.com,0913 489 6045,Cold Outreach,New,No,,,
Comfy Habitat Ltd,Apartment,comfyhabitatltd@gmail.com,0806 569 7600,Cold Outreach,New,No,,,
Crystal Beds Nigeria,Apartment,reservations@crystalbeds.com.ng,0905 555 1137,Cold Outreach,New,No,,,
Didihomes,Apartment,,0810 269 3376,Cold Outreach,New,No,,,
Divineglo Properties Ltd,Apartment,,0708 108 0769,Cold Outreach,New,No,,,
Eclat HR & Hospitality,Apartment,jobs@eclathrconsulting.com.ng,0708 888 8249,Cold Outreach,New,No,,,
Elele Kings & Co Limited,Apartment,,0905 752 9047,Cold Outreach,New,No,,,
Havista Hotels Limited,Apartment,havisthotels@gmail.com,0803 450 6445,Cold Outreach,New,No,,,
Hotels.ng (Corporate Office),Apartment,reservations@hotels.ng,0700 880 8800,Cold Outreach,New,No,,,
Jide Taiwo & Co,Apartment,abuja@jidetaiwoandco.com,0705 209 0270,Cold Outreach,New,No,,,
Nordic Villa Abuja,Apartment,hello@nordichospitalitygroup.com,0703 682 9922,Cold Outreach,New,No,,,
Omozo Residences,Apartment,info@thecoveapartments.ng,0906 202 4888,Cold Outreach,New,No,,,
Private Property Nigeria,Apartment,info@privateproperty.com.ng,0809 999 6115,Cold Outreach,New,No,,,
Propertyvesto Ltd,Apartment,vestates@vestates.com,0913 830 0916,Cold Outreach,New,No,,,
Shortlets Abuja NG,Apartment,info@shortletng.com,0902 388 5582,Cold Outreach,New,No,,,
The Envoy Hotel Abuja,Apartment,hotel@theenvoyabuja.com,0803 901 3000,Cold Outreach,New,No,,,
Villa Afrika Realty,Apartment,info@villaafrika.com,0708 355 5881,Cold Outreach,New,No,,,
Westcrib Realtor,Apartment,info@westcrib.com,0803 123 4567,Cold Outreach,New,No,,,
Four Palms Residence,Apartment,info@fourpalmsresidence.com,,Cold Outreach,New,No,,,
https://www.tripadvisor.com/Hotel_Review-g293825-d8832831-Reviews-Sheer_Luxury_Apartments_and_Suites-Abuja_Federal_Capital_Territory.html,Apartment,reservation@sheerluxuryabuja.com,,Cold Outreach,New,No,,,
Nest Spa & Suites,Apartment,https://www.google.com/search?sca_esv=0ccad900ef2a9a41&sxsrf=ANbL-n6CD91U-aqTnX_n7WEc7LkPtPDWyg%3A1771411955257&q=nestsuitesabuja%40gmail.com&source=lnms&fbs=ADc_l-aN0CWEZBOHjofHoaMMDiKpaEWjvZ2Py1XXV8d8KvlI3oS--rGJkYYVqoCX1ykAQd2xzM91V5ftMSB0gjTOBA-_roobkowlNf1tdv6rSx4oSc20MpQavFN9l2layRjjW2CrQiaj_2Kq8HQIsA-Pl3bpk8Ze8OJo_10S79mIoYG52MLpUCXQNH5ZcSsXLcAjRGrg7Rbxhdlpxg-fDCVBbTnWqmeJRg&sa=X&ved=2ahUKEwie1_bk7-KSAxWbUEEAHcy8MisQgK4QegQIARAC&biw=1536&bih=730&dpr=1.25&mstk=AUtExfB91i-FT473PGfuOdSpv15mfbDXsoMGHE4g8qYM7EzOuitI5KaDKFil_0djw7YQdU42hNhDlerU7B9ko0b4YJ94wpGmUBm6-msx3ZdzaJr03idYm5M_fDq75ycOzKpS_exl2DAQMocEmDgX0mLFxRyoNM4tkqm5CvVqnwQiVlPDleXHt-h-HmL46z1T30MKWGGW4SkoIwrEZoBE5ROdLc0hPYJ5cth9WWisIKi0ANsWuazir0fLCQ9XplmDK8KW6B4qFZmWUZrJ5kEfYfOuViM8&csui=3,,Cold Outreach,New,No,,,
https://www.tripadvisor.com/Hotel_Review-g293825-d12684780-Reviews-Valley_Hill_Residence-Abuja_Federal_Capital_Territory.html,Apartment,valleyhillresidence@gmail.com,,Cold Outreach,New,No,,,
Auxano service apartment,Apartment,https://www.google.com/search?q=auxanorecruitments%40gmail.com&biw=1536&bih=730&sca_esv=0ccad900ef2a9a41&sxsrf=ANbL-n7CiLpfX_ilFALh5T6ve4SXAPUSVw%3A1771412873785&ei=iZ2VaZrPL5SDhbIP7Pr-0AE&oq=auxano+service+apartment+e&gs_lp=Egxnd3Mtd2l6LXNlcnAiGmF1eGFubyBzZXJ2aWNlIGFwYXJ0bWVudCBlKgIIADIFECEYoAEyBRAhGKABMgUQIRigATIFECEYnwUyBRAhGJ8FMgUQIRifBTIFECEYnwVIiR1QmQhYpw1wAXgAkAEAmAGIAqABjQSqAQMyLTK4AQHIAQD4AQGYAgOgApwEwgIREC4YgAQYsAMYxwEYmAUYrwHCAgcQABiwAxgewgIOEAAYgAQYsAMYhgMYigXCAggQABiwAxjvBcICCxAAGIAEGLADGKIEwgIJEAAYFhjJAxgewgIGEAAYFhgewgICECbCAgsQABiABBiGAxiKBcICBRAAGO8FwgIIEAAYgAQYogSYAwCIBgGQBgmSBwUxLjAuMqAH6w2yBwMyLTK4B5gEwgcFMC4yLjHIBwiACAA&sclient=gws-wiz-serp&mstk=AUtExfBN5PsGa4ZVO4HlP7wlhMW7KIJVC2Nx1-EsfX3X-2n0y6YmDD510wesK5UnPMtXy1J_DGWvb-FzLxblqZPad4oxr3qCA8xInvNrPuhkelpFXczSIJPk5i4l9Psl77jjyh5ZbSXBf8ld2im_QaOiYKcKiATna9ewcCghU1wiVth3J0YncRLm43T1wwvE93u9CiMCXJ6jCH1-pMWszUCN5gtTmKXTvSz8zdRzJlg-g00MHJgTukllNUQXgeQfPCbxMmoSJJY1ikkYZRRsOINbjwmA&csui=3&ved=2ahUKEwiNvq2e8-KSAxXdW0EAHehzFkUQgK4QegQIAhAC,,Cold Outreach,New,No,,,
Imperio apartments,Apartment,,,Cold Outreach,New,No,,,
MUFTYZ SHORTLET LTD,Apartment,ekwejudithc93@gmail.com,,Cold Outreach,New,No,,,
BATOHA STAY APARTMENTS,Apartment,,+234 707 243 1225,Cold Outreach,New,No,,,
Tranquila Hotels and Suites,Apartment,info@tranquilahotelsandsuites.com,,Cold Outreach,New,No,,,
pearl gate hotel,Apartment,pearlgatehotel@gmail.com,+234 809 214 6674,Cold Outreach,New,No,,,
Cozy Cove Residence,Apartment,,,Cold Outreach,New,No,,,
Cozy Leisure Apartments,Apartment,info@cozyleisureltd.com,,Cold Outreach,New,No,,,
Haussefour Apartments Abuja,Apartment,,,Cold Outreach,New,No,,,
House 20 apartment,Apartment,,,Cold Outreach,New,No,,,
Hyde19 Apartments,Apartment,,,Cold Outreach,New,No,,,
Carolina Apartments Wuye,Apartment,,,Cold Outreach,New,No,,,
Wallgate Apartments,Apartment,,08063287709,Cold Outreach,New,No,,,
Metrohut service apartment,Apartment,,,Cold Outreach,New,No,,,
Bizarre luxury apartment,Apartment,,+234 901 816 7433,Cold Outreach,New,No,,,
Haya haus your home away from home,Apartment,,,Cold Outreach,New,No,,,
Mont Kalm and suites (kano),Apartment,,+234 814 880 8800,Cold Outreach,New,No,,,
Marshall Hotel Apartments,Apartment,info@marshallhotelapartments.com,,Cold Outreach,New,No,,,
Mozida Suites,Apartment,info@mozidasuites.com,,Cold Outreach,New,No,,,
Sarina Suites and Apartments,Apartment,https://www.google.com/search?q=sarinasuites%40gmail.com&oq=Sarina+Suites+and+Apartments+em&gs_lcrp=EgZjaHJvbWUqBwgBECEYoAEyBggAEEUYOTIHCAEQIRigATIHCAIQIRigATIHCAMQIRiPAjIHCAQQIRiPAtIBCDQwNTlqMGo0qAIAsAIB&sourceid=chrome&ie=UTF-8&mstk=AUtExfAjmxh6C-hElI0ZGkxUPGaxhy20W41JasKJTUFUmNlvm7XWd3_QC2HWIt4yrwiYsGXYNUdLX_0jDEYH1ttq3byONFhd13riq7Ya0PDfVt49hsCrFU_bEPr1ajQkz9qNfmF433neJcgBAzlGiWxqT_GMbbq9Ci5pfVJJsN4mGP5Ue83_e3AACjPDWMhf9UbBAV6EMqyZEqJfD0XEYCAIj1FSj_IQaVG55-MNOt5D5MpYwBkA44JV9IWRGsIutPv9Ib8&csui=3&ved=2ahUKEwjR45-G9_GSAxXllP0HHSzhF0gQgK4QegQIARAC.,,Cold Outreach,New,No,,,
Swiss pearl continental hotel,Apartment,,+234 901 552 5389,Cold Outreach,New,No,,,
The Prestige Villa Kano,Apartment,,0802 846 0335,Cold Outreach,New,No,,,
Ridge Ville Apartment By Platinum,Apartment,,,Cold Outreach,New,No,,,
Bafra International Hotels Limited,Apartment,bafrainternationalhotels@yahoo.com,,Cold Outreach,New,No,,,
Epitome Hotel,Apartment,info@epitomehotel.com,,Cold Outreach,New,No,,,
Azbir Hotels,Apartment,info@azbirhotels.com,,Cold Outreach,New,No,,,
KAIR Service Apartments,Apartment,Info@kairserviceapartments.com,,Cold Outreach,New,No,,,
Deno Hotels and Apartment New GRA Bauchi,Apartment,https://www.google.com/search?q=denohotels%40gmail.com&sca_esv=ebb5432a0b54a5d4&biw=1536&bih=730&sxsrf=ANbL-n4jFCPtIkzH29ZnvSqo4NrUIuB5Xg%3A1771930869247&ei=9YSdaengDrW3hbIPw6uj8Ak&oq=Deno+Hotels+and+Apartment+New+GRA+Bauchi+email+address&gs_lp=Egxnd3Mtd2l6LXNlcnAiNkRlbm8gSG90ZWxzIGFuZCBBcGFydG1lbnQgTmV3IEdSQSBCYXVjaGkgZW1haWwgYWRkcmVzcyoCCAAyChAhGKABGMMEGAoyChAhGKABGMMEGApI1CRQ2RVY2RVwAXgAkAEAmAGNAqABjQKqAQMyLTG4AQHIAQD4AQL4AQGYAgKgApUCwgILEAAYgAQYsAMYogTCAggQABiwAxjvBZgDAIgGAZAGBJIHBTEuMC4xoAf_BLIHAzItMbgHkALCBwUwLjEuMcgHBIAIAA&sclient=gws-wiz-serp&mstk=AUtExfCWPX9GGjtimRYWKUn-xrd5Ygz9IIUQMe0UDf3j7Nmc02TRvV2LMEAod36aLnF9e7kRb370PbUgvxr3AdOTuF0_x7X2plIEZPTB543aERULWmf7QkJVxhQUL9tmkoDscTUYfsG4_JDx8lFREQft8xQMCWESUjiv1U0stbuevCSisMphTJoEdRVr1kq91WziVB3z&csui=3&ved=2ahUKEwiRhaTj_fGSAxVNWEEAHSI2ExMQgK4QegQIARAC,,Cold Outreach,New,No,,,
Maryama Guest Palace,Apartment,maryamagpbauchi@gmail.com,,Cold Outreach,New,No,,,
Chartwell Hotel and Suites,Apartment,info@chartwellhospitality.com,,Cold Outreach,New,No,,,
Mayfair Hotel Wuse2 Abuja,Apartment,mayfairhotelswuse2@gmail.com,,Cold Outreach,New,No,,,
"Vamble Apartments and Suites, Jahi, Abuja",Apartment,reservation@vambleapartments.com,,Cold Outreach,New,No,,,
Jamil Guest Palace,Apartment,reservation@jamilguestpalace.com,,Cold Outreach,New,No,,,
Avillah Apartments,Apartment,avillahapartments@gmail.com,,Cold Outreach,New,No,,,
Utobert,Apartment,consult@utobert.com,,Cold Outreach,New,No,,,
Vulcan suites,Apartment,manager@vulcansuites.com,,Cold Outreach,New,No,,,
Chrisvirgy Apartments,Apartment,chrisvirgyapartments@gmail.com,,Cold Outreach,New,No,,,
The Meridian Apartments Abuja,Apartment,guestrelations@themeridianapartments.ng,,Cold Outreach,New,No,,,
